,tweet_id,Names,dog_gender,timestamp,date,time,source,text,jpg_url,img_num,favorite_count,retweet_count,dog_count,rating,dog_stage,Breed,Confidence_level,Weekday
2449,672995267319328768,Pumpkin,Male,2015-12-05 04:25:50,2015-12-05 00:00:00,04:25,Twitter for iPhone,This is Pumpkin. He can look in two different directions at once. Great with a screwdriver. 8/10 https://t.co/odpuqtz2Fq,https://pbs.twimg.com/media/CVb1mRiWcAADBsE.jpg,1,999,323,1.0,8.0,None,French_bulldog,0.719559,Saturday
2447,672984142909456390,Dogwithnoname,Male,2015-12-05 03:41:37,2015-12-05 00:00:00,03:41,Twitter for iPhone,Very happy pup here. Always smiling. Loves his little leaf. Carries it everywhere with him. 9/10 https://t.co/81BCQAyvcs,https://pbs.twimg.com/media/CVbrcZyVAAA5Wpq.jpg,1,0,0,1.0,9.0,None,NaN,0.0,Saturday
2446,672980819271634944,Dogwithnoname,Unknown,2015-12-05 03:28:25,2015-12-05 00:00:00,03:28,Twitter for iPhone,Extraordinary dog here. Looks large. Just a head. No body. Rather intrusive. 5/10 would still pet https://t.co/ufHWUFA9Pu,https://pbs.twimg.com/media/CVbodBOUsAAb7jZ.jpg,1,1888,1063,1.0,5.0,None,basset,0.219461,Saturday
2443,672968025906282496,Gustaf,Male,2015-12-05 02:37:35,2015-12-05 00:00:00,02:37,Twitter for iPhone,This is Gustaf. He's a purebred Chevy Equinox. Loves to shred. Gnarly lil pup. Great with the babes. 11/10 https://t.co/7CbO2eMAgJ,https://pbs.twimg.com/media/CVbc2V2WsAE3-kn.jpg,1,1378,593,1.0,11.0,None,toy_poodle,0.678046,Saturday
2442,672964561327235073,Terry,Male,2015-12-05 02:23:49,2015-12-05 00:00:00,02:23,Twitter for iPhone,This is Terry. He's a Toasty Western Sriracha. Doubles as a table. Great for parties. 10/10 would highly recommend https://t.co/1ui7a1ZLTT,https://pbs.twimg.com/media/CVbZsouWUAIsxMc.jpg,1,0,0,1.0,10.0,None,Chihuahua,0.292343,Saturday
2441,672902681409806336,Jimison,Male,2015-12-04 22:17:55,2015-12-04 00:00:00,22:17,Twitter for iPhone,This is Jimison. He's stuck in a pot. Damn it Jimison. 9/10 https://t.co/KpLyca3o3E,https://pbs.twimg.com/media/CVahaz9XAAA8uTy.jpg,1,1425,542,1.0,9.0,None,NaN,0.0,Friday
2429,672591762242805761,Taz,Male,2015-12-04 01:42:26,2015-12-04 00:00:00,01:42,Twitter for iPhone,This is Taz. He boxes leaves. 10/10 https://t.co/bWQ0iIcP0w,https://pbs.twimg.com/media/CVWGotpXAAMRfGq.jpg,1,0,0,1.0,10.0,None,kuvasz,0.777659,Friday
2439,672884426393653248,Dogwithnoname,Unknown,2015-12-04 21:05:23,2015-12-04 00:00:00,21:05,Twitter for iPhone,Marvelous dog here. Rad ears. Not very soft. Large tumor on nose. Has a pet rock. Good w kids. 6/10 overall neat pup https://t.co/g5YkRqP0dg,https://pbs.twimg.com/media/CVaQ0M4UsAAki3t.jpg,1,1625,888,1.0,6.0,None,NaN,0.0,Friday
2343,670811965569282048,Maggie,Female,2015-11-29 03:50:10,2015-11-29 00:00:00,03:50,Twitter for iPhone,Meet Maggie. She enjoys her stick in the yard. Very content. Much tranquility. 10/10 keep it up pup https://t.co/eYP9i9gfYn,https://pbs.twimg.com/media/CU8z65IUEAQBc4q.jpg,1,1180,289,1.0,10.0,None,basset,0.99409,Sunday
2438,672877615439593473,Oscar,Male,2015-12-04 20:38:19,2015-12-04 00:00:00,20:38,Twitter for iPhone,This is Oscar. He's getting bombarded with the snacks. Not sure he's happy about it. 8/10 for Oscar https://t.co/dJHI7uC2y3,https://pbs.twimg.com/media/CVaKn75XAAEU09u.jpg,1,0,0,1.0,8.0,None,Chihuahua,0.412362,Friday
2437,672834301050937345,Ed,Male,2015-12-04 17:46:12,2015-12-04 00:00:00,17:46,Twitter for iPhone,"This is Ed. He's not mad, just disappointed. 10/10 https://t.co/BIljU0zhLN",https://pbs.twimg.com/media/CVZjOktVAAAtigw.jpg,1,0,0,1.0,10.0,None,Pembroke,0.58256,Friday
2436,672828477930868736,Jerry,Male,2015-12-04 17:23:04,2015-12-04 00:00:00,17:23,Twitter for iPhone,This is Jerry. He's a Timbuk Slytherin. Eats his pizza from the side first. Crushed that cup with his bare paws 9/10 https://t.co/fvxHL6cRRs,https://pbs.twimg.com/media/CVZd7ttWcAEs2wP.jpg,1,1321,522,1.0,9.0,None,NaN,0.0,Friday
2435,672640509974827008,Leonidas,Male,2015-12-04 04:56:09,2015-12-04 00:00:00,04:56,Twitter for iPhone,This is Leonidas. He just got rekt by a snowball. 9/10 doggy down https://t.co/uNrmYDUa9M,https://pbs.twimg.com/media/CVWy9v-VAAALSoE.jpg,1,1019,345,1.0,9.0,None,Chesapeake_Bay_retriever,0.420155,Friday
2432,672609152938721280,Caryl,Unknown,2015-12-04 02:51:33,2015-12-04 00:00:00,02:51,Twitter for iPhone,This is Caryl. Likes to get in the microwave. 9/10 damn it Caryl https://t.co/YAVwvNaois,https://pbs.twimg.com/media/CVWWdKLWEAEnSk7.jpg,1,1162,417,1.0,9.0,None,NaN,0.0,Friday
2431,672604026190569472,Dogwithnoname,Unknown,2015-12-04 02:31:10,2015-12-04 00:00:00,02:31,Twitter for iPhone,This is a baby Rand Paul. Curls for days. 11/10 would cuddle the hell out of https://t.co/xHXNaPAYRe,https://pbs.twimg.com/media/CVWRyylWIAAMltv.jpg,1,1166,435,1.0,11.0,None,toy_poodle,0.820158,Friday
2342,670807719151067136,Andy,Male,2015-11-29 03:33:17,2015-11-29 00:00:00,03:33,Twitter for iPhone,"Say hello to Andy. He can balance on one foot, obliterate u in checkers, &amp; transform into a rug. 11/10 much talents https://t.co/idzH8JH06g",https://pbs.twimg.com/media/CU8v-rdXIAId12Z.jpg,1,1200,525,1.0,11.0,None,Old_English_sheepdog,0.958035,Sunday
2404,672082170312290304,Patch,Male,2015-12-02 15:57:30,2015-12-02 00:00:00,15:57,Twitter for iPhone,This is Patch. He wants to be a Christmas tree. 11/10 https://t.co/WTJtf9O8Jg,https://pbs.twimg.com/media/CVO3KodXAAAj1de.jpg,1,987,394,1.0,11.0,None,toy_poodle,0.123962,Wednesday
2402,671896809300709376,Lola,Female,2015-12-02 03:40:57,2015-12-02 00:00:00,03:40,Twitter for iPhone,This is Lola. She fell asleep on a piece of pizza. 10/10 frighteningly relatable https://t.co/eqmkr2gmPH,https://pbs.twimg.com/media/CVMOlMiWwAA4Yxl.jpg,1,8876,4441,1.0,10.0,None,chow,0.243529,Wednesday
2376,671497587707535361,Pip,Male,2015-12-01 01:14:35,2015-12-01 00:00:00,01:14,Twitter for iPhone,This is Pip. He is a ship captain. Many years of experience sailing the treacherous open sea. 11/10 https://t.co/EY1uZJUGYJ,https://pbs.twimg.com/media/CVGjflNWoAEwgrQ.jpg,1,0,0,1.0,11.0,None,NaN,0.0,Tuesday
2375,671488513339211776,Julius,Male,2015-12-01 00:38:31,2015-12-01 00:00:00,00:38,Twitter for iPhone,This is Julius. He's a cool dog. Carries seashell everywhere. Rad segmented legs. Currently attacking castle. 8/10 https://t.co/CwUK5AIgeD,https://pbs.twimg.com/media/CVGbPgrWIAAQ1fB.jpg,1,1059,507,1.0,8.0,None,NaN,0.0,Tuesday
2374,671486386088865792,Malcolm,Male,2015-12-01 00:30:04,2015-12-01 00:00:00,00:30,Twitter for iPhone,This is Malcolm. He just saw a spider. 10/10 https://t.co/ympkwF65Dx,https://pbs.twimg.com/media/CVGZTboUsAATohd.jpg,1,611,225,1.0,10.0,None,German_shepherd,0.827035,Tuesday
2373,671485057807351808,Penelope,Female,2015-12-01 00:24:48,2015-12-01 00:00:00,00:24,Twitter for iPhone,Meet Penelope. She is a white Macadamias Duodenum. Very excited about wall. Lives on Frosted Flakes. 11/10 good pup https://t.co/CqcRagJlyS,https://pbs.twimg.com/media/CVGYGNYXAAAQ9m-.jpg,1,793,249,1.0,11.0,None,Samoyed,0.627901,Tuesday
2372,671390180817915904,Dogwithnoname,Unknown,2015-11-30 18:07:47,2015-11-30 00:00:00,18:07,Twitter for iPhone,Striped dog here. Having fun playing on back. Sturdy paws. Looks like an organized Dalmatian. 7/10 would still pet https://t.co/U1mSS3Ykez,https://pbs.twimg.com/media/CVFBzpXVEAAHIOv.jpg,1,1488,792,1.0,7.0,None,NaN,0.0,Monday
2371,671362598324076544,Tanner,Male,2015-11-30 16:18:11,2015-11-30 00:00:00,16:18,Twitter for iPhone,This is Tanner. He accidentally dropped all his hard-earned Kohl's cash in the tub. 11/10 https://t.co/onC3uMpFF2,https://pbs.twimg.com/media/CVEouDRXAAEe8mt.jpg,1,1171,314,1.0,11.0,None,NaN,0.0,Monday
2370,671357843010908160,Dogwithnoname,Female,2015-11-30 15:59:17,2015-11-30 00:00:00,15:59,Twitter for iPhone,Tfw she says hello from the other side. 9/10 https://t.co/lS1TIDagIb,https://pbs.twimg.com/media/CVEkZaPXIAEw5vr.jpg,1,420,156,1.0,9.0,None,Italian_greyhound,0.831757,Monday
2369,671355857343524864,Lou,Male,2015-11-30 15:51:24,2015-11-30 00:00:00,15:51,Twitter for iPhone,This is Lou. He's a Petrarch Sunni Pinto. Well-behaved pup. Little legs just hang there. 10/10 would pet firmly https://t.co/FoCULrC3rD,https://pbs.twimg.com/media/CVEilyCUwAETbJ-.jpg,1,499,119,1.0,10.0,None,miniature_poodle,0.313811,Monday
2368,671347597085433856,Lola,Female,2015-11-30 15:18:34,2015-11-30 00:00:00,15:18,Twitter for iPhone,This is Lola. She was not fully prepared for the water slide. 9/10 https://t.co/svlkUlg3NH,https://pbs.twimg.com/media/CVEbFDRWsAAkN_7.jpg,1,1013,464,1.0,9.0,None,NaN,0.0,Monday
2367,671186162933985280,Sparky,Male,2015-11-30 04:37:05,2015-11-30 00:00:00,04:37,Twitter for iPhone,This is Sparky. That's his pancake now. He will raise it as his own. 10/10 https://t.co/96tMaWyoWt,https://pbs.twimg.com/media/CVCIQX7UkAEzqh_.jpg,1,774,234,1.0,10.0,None,Chihuahua,0.319106,Monday
2366,671182547775299584,Dogwithnoname,Male,2015-11-30 04:22:44,2015-11-30 00:00:00,04:22,Twitter for iPhone,This pup holds the secrets of the universe in his left eye. 12/10 https://t.co/F7xwE0wmnu,https://pbs.twimg.com/media/CVCE9uYXIAEtSzR.jpg,1,1173,372,1.0,12.0,None,Rottweiler,0.331179,Monday
2377,671504605491109889,Charlie,Male,2015-12-01 01:42:28,2015-12-01 00:00:00,01:42,Twitter for iPhone,This is Charlie. He was just informed that dogs can't be Jedi. 11/10 https://t.co/mGW5c50mPA,https://pbs.twimg.com/media/CVGp4LKWoAAoD03.jpg,1,0,0,1.0,11.0,None,toy_poodle,0.259115,Tuesday
2365,671166507850801152,Herm,Male,2015-11-30 03:18:59,2015-11-30 00:00:00,03:18,Twitter for iPhone,This is Herm. It's his first day of potty training. He's doing great. You got this Herm. 10/10 stellar pup https://t.co/gFl60yFJ0w,https://pbs.twimg.com/media/CVB2TnWUYAA2pAU.jpg,1,913,383,1.0,10.0,None,NaN,0.0,Monday
2364,671163268581498880,Dogwithnoname,Unknown,2015-11-30 03:06:07,2015-11-30 00:00:00,03:06,Twitter for iPhone,Pack of horned dogs here. Very team-oriented bunch. All have weird laughs. Bond between them strong. 8/10 for all https://t.co/U7DQQdZ0mX,https://pbs.twimg.com/media/CVBzbWsWsAEyNMA.jpg,1,1738,1189,1.0,8.0,None,Scottish_deerhound,0.0269829,Monday
2363,671159727754231808,Anthony,Male,2015-11-30 02:52:03,2015-11-30 00:00:00,02:52,Twitter for iPhone,This is Anthony. He just finished up his masters at Harvard. Unprofessional tattoos. Always looks perturbed. 5/10 https://t.co/iHLo9rGay1,https://pbs.twimg.com/media/CVBwNjVWwAAlUFQ.jpg,1,393,89,1.0,5.0,None,NaN,0.0,Monday
2362,671154572044468225,Holly,Male,2015-11-30 02:31:34,2015-11-30 00:00:00,02:31,Twitter for iPhone,Meet Holly. She's trying to teach small human-like pup about blocks but he's not paying attention smh. 11/10 &amp; 8/10 https://t.co/RcksaUrGNu,https://pbs.twimg.com/media/CVBrhXoWIAAox_C.jpg,1,0,0,4.0,4.75,None,Labrador_retriever,0.495047,Monday
2361,671151324042559489,Dogwithnoname,Unknown,2015-11-30 02:18:39,2015-11-30 00:00:00,02:18,Twitter for iPhone,*struggling to breathe properly* 12/10 https://t.co/NKHx0pcOii,https://pbs.twimg.com/media/CVBokRSWsAADuXx.jpg,1,0,0,1.0,12.0,None,Rottweiler,0.781201,Monday
2360,671147085991960577,Rufus,Unknown,2015-11-30 02:01:49,2015-11-30 00:00:00,02:01,Twitter for iPhone,This is a Helvetica Listerine named Rufus. This time Rufus will be ready for the UPS guy. He'll never expect it 9/10 https://t.co/34OhVhMkVr,https://pbs.twimg.com/media/CVBktzQXAAAPpUA.jpg,1,0,0,1.0,9.0,None,Yorkshire_terrier,0.467202,Monday
2359,671141549288370177,Dogwithnoname,Unknown,2015-11-30 01:39:49,2015-11-30 00:00:00,01:39,Twitter for iPhone,Neat pup here. Enjoys lettuce. Long af ears. Short lil legs. Hops surprisingly high for dog. 9/10 still very petable https://t.co/HYR611wiA4,https://pbs.twimg.com/media/CVBfrU9WUAApDeV.jpg,1,0,0,1.0,9.0,None,borzoi,0.0753577,Monday
2358,671138694582165504,Dogwithnoname,Unknown,2015-11-30 01:28:28,2015-11-30 00:00:00,01:28,Twitter for iPhone,Me running from commitment. 10/10 https://t.co/ycVJyFFkES,https://pbs.twimg.com/media/CVBdFahXAAAIe5Y.jpg,1,978,434,1.0,10.0,None,Samoyed,0.587342,Monday
2357,671134062904504320,Clarence,Male,2015-11-30 01:10:04,2015-11-30 00:00:00,01:10,Twitter for iPhone,Say hello to Clarence. He's a western Alkaline Pita. Very proud of himself for dismembering his stuffed dog pal 8/10 https://t.co/BHxr9O7wJY,https://pbs.twimg.com/media/CVBY3e7XIAAAE4Y.jpg,1,786,209,1.0,8.0,None,Shih-Tzu,0.18038,Monday
2356,671122204919246848,Dogwithnoname,Unknown,2015-11-30 00:22:57,2015-11-30 00:00:00,00:22,Twitter for iPhone,Two miniature golden retrievers here. Webbed paws. Don't walk very efficiently. Can't catch a tennis ball. 4/10s https://t.co/WzVLdSHJU7,https://pbs.twimg.com/media/CVBOFTLWwAAzlNi.jpg,1,3663,2716,1.0,4.0,None,Chihuahua,0.101228,Monday
2355,671115716440031232,Phred,Male,2015-11-29 23:57:10,2015-11-29 00:00:00,23:57,Twitter for iPhone,"Meet Phred. He isn't steering, looking at the road, or wearing a seatbelt. Phred is a rolling tornado of danger 6/10 https://t.co/mZD7Bo7HfV",https://pbs.twimg.com/media/CVBILUgVAAA1ZUr.jpg,1,1410,826,1.0,6.0,None,malinois,0.406341,Sunday
2354,671109016219725825,Toby,Male,2015-11-29 23:30:32,2015-11-29 00:00:00,23:30,Twitter for iPhone,This is Toby. He asked for chocolate cake for his birthday but was given vanilla instead. 8/10 it'll be ok Toby https://t.co/sYi2G0he4H,https://pbs.twimg.com/media/CVBCFkyU4AE2Wcr.jpg,1,0,0,1.0,8.0,None,basenji,0.855959,Sunday
2351,670840546554966016,Colby,Male,2015-11-29 05:43:44,2015-11-29 00:00:00,05:43,Twitter for iPhone,Meet Colby. He's that one cool friend that gets you into every party. Great hat. Sneaky tongue slip. 10/10 good pup https://t.co/jBnz3MjTzX,https://pbs.twimg.com/media/CU9N6upXAAAbtQe.jpg,1,620,210,1.0,10.0,None,Shih-Tzu,0.963622,Sunday
2403,672068090318987265,Gizmo,Male,2015-12-02 15:01:33,2015-12-02 00:00:00,15:01,Twitter for iPhone,Say hello to Gizmo. He's upset because he's not sure if he's really big or the shopping cart is really small. 7/10 https://t.co/XkMtCGhr4a,https://pbs.twimg.com/media/CVOqW8eUkAESTHj.jpg,1,0,0,1.0,7.0,None,pug,0.863385,Wednesday
2378,671511350426865664,Hammond,Male,2015-12-01 02:09:16,2015-12-01 00:00:00,02:09,Twitter for iPhone,Say hello to Hammond. He's just a wee lil pup. Jumps around a shit ton. 8/10 overall very good dog https://t.co/OgDF2ES3Q9,https://pbs.twimg.com/media/CVGwAh-W4AAIHJz.jpg,1,1696,777,1.0,8.0,None,NaN,0.0,Tuesday
2380,671520732782923777,Alejandro,Male,2015-12-01 02:46:33,2015-12-01 00:00:00,02:46,Twitter for iPhone,Meet Alejandro. He's an extremely seductive pup. 10/10 https://t.co/C7dPcCUNpF,https://pbs.twimg.com/media/CVG4i9UWEAAUH3U.jpg,1,0,0,1.0,10.0,None,Pomeranian,0.551031,Tuesday
2401,671891728106971137,Mojo,Male,2015-12-02 03:20:45,2015-12-02 00:00:00,03:20,Twitter for iPhone,This is Mojo. Apparently he's too cute for a seat belt. Hella careless. I'd still pet him tho. 11/10 buckle up pup https://t.co/dzZYx2NByW,https://pbs.twimg.com/media/CVMJ9guXAAAhAiK.jpg,1,0,0,1.0,11.0,None,Labrador_retriever,0.567933,Wednesday
2400,671882082306625538,Batdog,Male,2015-12-02 02:42:26,2015-12-02 00:00:00,02:42,Twitter for iPhone,This is Batdog. He's sleeping now but when he wakes up he'll fight crime and such. Great tongue. 11/10 for Batdog https://t.co/Clg16EVy9O,https://pbs.twimg.com/media/CVMBL_LWUAAsvrL.jpg,1,0,0,1.0,11.0,None,NaN,0.0,Wednesday
2399,671879137494245376,Brad,Male,2015-12-02 02:30:43,2015-12-02 00:00:00,02:30,Twitter for iPhone,This is Brad. He's a chubby lil pup. Doesn't really need the food he's trying to reach. 5/10 you've had enough Brad https://t.co/vPXKSaNsbE,https://pbs.twimg.com/media/CVL-goTWoAEUfhy.jpg,1,1481,738,1.0,5.0,None,NaN,0.0,Wednesday
2398,671874878652489728,Mia,Female,2015-12-02 02:13:48,2015-12-02 00:00:00,02:13,Twitter for iPhone,This is Mia. She was specifically told not get on top of the hutch or play in the fridge. 10/10 what a rebel https://t.co/3J7wkwW4FG,https://pbs.twimg.com/media/CVL6op1WEAAUFE7.jpg,1,1308,591,1.0,10.0,None,NaN,0.0,Wednesday
2348,670832455012716544,Amy,Female,2015-11-29 05:11:35,2015-11-29 00:00:00,05:11,Twitter for iPhone,This is Amy. She is Queen Starburst. 10/10 unexplainably juicy https://t.co/Hj2HtxpcSx,https://pbs.twimg.com/media/CU9GjzrUkAAWPh4.jpg,1,768,237,1.0,10.0,None,malinois,0.317607,Sunday
2397,671866342182637568,Dylan,Male,2015-12-02 01:39:53,2015-12-02 00:00:00,01:39,Twitter for iPhone,Meet Dylan. He can use a fork but clearly can't put on a sweatshirt correctly. Looks like a disgruntled teen. 10/10 https://t.co/FWJQ1zQLiI,https://pbs.twimg.com/media/CVLy3zFWoAA93qJ.jpg,1,1168,538,1.0,10.0,None,Labrador_retriever,0.875614,Wednesday
2396,671855973984772097,Dogwithnoname,Unknown,2015-12-02 00:58:41,2015-12-02 00:00:00,00:58,Twitter for iPhone,Remarkable dog here. Walks on back legs really well. Looks extra soft. 8/10 would cuddle with https://t.co/gpWLdbposg,https://pbs.twimg.com/media/CVLpciDW4AAleh-.jpg,1,0,0,1.0,8.0,None,NaN,0.0,Wednesday
2395,671789708968640512,Dogwithnoname,Male,2015-12-01 20:35:22,2015-12-01 00:00:00,20:35,Twitter for iPhone,This is space pup. He's very confused. Tries to moonwalk at one point. Super spiffy uniform. 13/10 I love space pup https://t.co/SfPQ2KeLdq,https://pbs.twimg.com/tweet_video_thumb/CVKtH-4WIAAmiQ5.png,1,7411,3746,1.0,13.0,None,dalmatian,0.114259,Tuesday
2349,670833812859932673,Jett,Male,2015-11-29 05:16:59,2015-11-29 00:00:00,05:16,Twitter for iPhone,This is Jett. He is unimpressed by flower. 7/10 https://t.co/459qWNnV3F,https://pbs.twimg.com/media/CU9HyzSWIAAVcte.jpg,1,0,0,1.0,7.0,None,Pekinese,0.609853,Sunday
2394,671768281401958400,Dogwithnoname,Unknown,2015-12-01 19:10:13,2015-12-01 00:00:00,19:10,Twitter for iPhone,When you try to recreate the scene from Lady &amp; The Tramp but then remember you don't have a significant other. 10/10 https://t.co/TASnD8Q08S,https://pbs.twimg.com/media/CVKZsHtWwAA6gPj.jpg,2,1243,561,1.0,10.0,None,Chihuahua,0.500373,Tuesday
2393,671763349865160704,Mark,Male,2015-12-01 18:50:38,2015-12-01 00:00:00,18:50,Twitter for iPhone,Say hello to Mark. He's a good dog. Always ready to go for a walk. Excellent posture. 9/10 keep it up Mark https://t.co/m9NleZ1i80,https://pbs.twimg.com/media/CVKVM3NW4AAdi1e.jpg,1,1758,986,1.0,9.0,None,NaN,0.0,Tuesday
2379,671518598289059840,Scruffers,Male,2015-12-01 02:38:04,2015-12-01 00:00:00,02:38,Twitter for iPhone,This is Scruffers. He's being violated on multiple levels and is not happy about it. 9/10 hang in there Scruffers https://t.co/nLQoltwEZ7,https://pbs.twimg.com/media/CVG2l9jUYAAwg-w.jpg,1,989,312,1.0,9.0,None,Lakeland_terrier,0.428275,Tuesday
2392,671744970634719232,Dogwithnoname,Unknown,2015-12-01 17:37:36,2015-12-01 00:00:00,17:37,Twitter for iPhone,Very fit horned dog here. Looks powerful. Not phased by wind. Great beard. Big enough to ride? 6/10 would cuddle https://t.co/wwwYO9C9kl,https://pbs.twimg.com/media/CVKEfMKWoAAR-Ud.jpg,1,1407,827,1.0,6.0,None,NaN,0.0,Tuesday
2350,670838202509447168,Dogwithnoname,Male,2015-11-29 05:34:25,2015-11-29 00:00:00,05:34,Twitter for iPhone,Pink dogs here. Unreasonably long necks. Left guy has only 1 leg. Quite nimble. Don't bark tho 4/10s would still pet https://t.co/QY5uvMmmQk,https://pbs.twimg.com/media/CU9LyIMWIAA6OOu.jpg,1,1166,744,1.0,4.0,None,NaN,0.0,Sunday
2390,671735591348891648,Oscar,Male,2015-12-01 17:00:19,2015-12-01 00:00:00,17:00,Twitter for iPhone,This is Oscar. He's ready for Christmas. 11/10 https://t.co/TON0Irzgwr,https://pbs.twimg.com/media/CVJ79MzW4AEpTom.jpg,2,1513,804,1.0,11.0,None,Irish_wolfhound,0.0630782,Tuesday
2389,671729906628341761,Dogwithnoname,Unknown,2015-12-01 16:37:44,2015-12-01 00:00:00,16:37,Twitter for iPhone,I'm just going to leave this one here as well. 13/10 https://t.co/DaD5SyajWt,https://pbs.twimg.com/media/CVJ2yR2UwAAdCzU.jpg,1,0,0,1.0,13.0,None,kuvasz,0.431469,Tuesday
2388,671561002136281088,Dogwithnoname,Unknown,2015-12-01 05:26:34,2015-12-01 00:00:00,05:26,Twitter for iPhone,This is the best thing I've ever seen so spread it like wildfire &amp; maybe we'll find the genius who created it. 13/10 https://t.co/q6RsuOVYwU,https://pbs.twimg.com/media/CVHdK-7WwAAsuyc.jpg,1,13493,7778,1.0,13.0,None,Gordon_setter,0.469373,Tuesday
2387,671547767500775424,Marley,Female,2015-12-01 04:33:59,2015-12-01 00:00:00,04:33,Twitter for iPhone,This is Marley. She chews shoes then feels extremely guilty about it and refuses to look at them. 10/10 https://t.co/f99MV0htAV,https://pbs.twimg.com/media/CVHRIiqWEAAj98K.jpg,2,1419,638,1.0,10.0,None,NaN,0.0,Tuesday
2386,671544874165002241,Dogwithnoname,Unknown,2015-12-01 04:22:29,2015-12-01 00:00:00,04:22,Twitter for iPhone,Interesting dog here. Very large. Purple. Manifests rainbows. Perfect teeth. No ears. Surprisingly knowledgable 6/10 https://t.co/QVaEMsB9tS,https://pbs.twimg.com/media/CVHOgDvU4AAfrXD.jpg,1,0,0,1.0,6.0,None,NaN,0.0,Tuesday
2385,671542985629241344,JD,Male,2015-12-01 04:14:59,2015-12-01 00:00:00,04:14,Twitter for iPhone,"This is JD (stands for ""just dog""). He's like Airbud but with trading card games instead of sports. 10/10 much skill https://t.co/zzueJV9jCF",https://pbs.twimg.com/media/CVHMyHMWwAALYXs.jpg,1,1142,605,1.0,10.0,None,Shetland_sheepdog,0.980339,Tuesday
2384,671538301157904385,Baxter,Male,2015-12-01 03:56:22,2015-12-01 00:00:00,03:56,Twitter for iPhone,This is Baxter. He's very calm. Hasn't eaten in weeks tho. Not good at fetch. Never blinks. 8/10 would still pet https://t.co/fUuiyu2QTD,https://pbs.twimg.com/media/CVHIhi2WsAEgdKk.jpg,1,0,0,1.0,8.0,None,NaN,0.0,Tuesday
2383,671536543010570240,Reginald,Male,2015-12-01 03:49:23,2015-12-01 00:00:00,03:49,Twitter for iPhone,This is Reginald. He's pondering what life would be like without so much damn skin. 9/10 it'll be ok buddy https://t.co/1U5Ro5FA4c,https://pbs.twimg.com/media/CVHG6_AWwAEJf_u.jpg,1,1226,436,1.0,9.0,None,pug,0.537652,Tuesday
2382,671533943490011136,Dogwithnoname,Unknown,2015-12-01 03:39:03,2015-12-01 00:00:00,03:39,Twitter for iPhone,Super rare dog here. Spiffy mohawk. Sharp mouth. Shits eggs. Cool chariot wheel in background. 6/10 v confident pup https://t.co/pcx8jm1J1K,https://pbs.twimg.com/media/CVHEju0XAAEUZRY.jpg,1,1073,617,1.0,6.0,None,NaN,0.0,Tuesday
2381,671528761649688577,Jax,Male,2015-12-01 03:18:27,2015-12-01 00:00:00,03:18,Twitter for iPhone,Meet Jax. He's in the middle of a serious conversation and is trying unbelievably hard not to laugh. 10/10 https://t.co/HwiLcDPaCi,https://pbs.twimg.com/media/CVG_2I-WIAASKSS.jpg,1,0,0,1.0,10.0,None,Doberman,0.782626,Tuesday
2391,671743150407421952,Jacob,Male,2015-12-01 17:30:22,2015-12-01 00:00:00,17:30,Twitter for iPhone,This is a Tuscaloosa Alcatraz named Jacob (Yacōb). Loves to sit in swing. Stellar tongue. 11/10 look at his feet https://t.co/2IslQ8ZSc7,https://pbs.twimg.com/media/CVKC1IfWIAAsQks.jpg,1,769,242,1.0,11.0,None,toy_poodle,0.419427,Tuesday
2340,670803562457407488,Dogwithnoname,Unknown,2015-11-29 03:16:46,2015-11-29 00:00:00,03:16,Twitter for iPhone,I would do radical things in the name of Dog God. I'd believe every word in that book. 10/10 https://t.co/9ZuGAmLZDR,https://pbs.twimg.com/media/CU8sSAvXIAAB1Py.jpg,1,352,93,1.0,10.0,None,basenji,0.344101,Sunday
2452,673213039743795200,Dexter,Male,2015-12-05 18:51:11,2015-12-05 00:00:00,18:51,Twitter for iPhone,This is Dexter. He just got some big news. 10/10 https://t.co/CbvCUE6PFI,https://pbs.twimg.com/media/CVe7r7QVEAAc4Bg.jpg,1,2368,911,1.0,10.0,None,schipperke,0.888082,Saturday
2339,670797304698376195,Trigger,Male,2015-11-29 02:51:54,2015-11-29 00:00:00,02:51,Twitter for iPhone,This is Trigger. He was minding his own business on stair when he overheard someone say they don't like bacon. 11/10 https://t.co/yqohZK4CL0,https://pbs.twimg.com/media/CU8mlhoVAAAteS5.jpg,1,0,0,1.0,11.0,None,Pembroke,0.472197,Sunday
2526,674743008475090944,Sophie,Female,2015-12-10 00:10:43,2015-12-10 00:00:00,00:10,Twitter for iPhone,This is Sophie. She just saw a spider. 10/10 don't just stand there Sophie https://t.co/VagYftZccT,https://pbs.twimg.com/media/CV0rL7RWEAAbhqm.jpg,1,1481,596,1.0,10.0,None,Bernese_mountain_dog,0.583054,Thursday
2525,674739953134403584,Dogwithnoname,Unknown,2015-12-09 23:58:35,2015-12-09 00:00:00,23:58,Twitter for iPhone,"""🎶 DO YOU BELIEVE IN LIFE AFTER LOVE 🎶""
11/10 https://t.co/URNs5zFskc",https://pbs.twimg.com/media/CV0oaHFW4AA9Coi.jpg,1,1178,427,1.0,11.0,None,Dandie_Dinmont,0.175915,Wednesday
