,tweet_id,Names,dog_gender,date,time,source,text,jpg_url,img_num,favorite_count,retweet_count,rating_numerator,rating_denominator,dog_stage,Breed,Confidence_level
5276,7.27525E+17,Dogwithnoname,Male,5/3/2016,15:46,Twitter for iPhone,This pupper had to undergo emergency haircut surgery so he could hear again. 10/10 miraculous af https://t.co/fUyDIFkBwx,https://pbs.twimg.com/media/Chiv6BAW4AAiQvH.jpg,2,0,0,10,10,pupper,Pomeranian,0.958834
3143,7.15928E+17,Bubbles,Male,4/1/2016,15:46,Twitter for iPhone,This is Bubbles. He's a Yorkshire Piccolope. 11/10 would snug aggressively https://t.co/3BhMojONxq,https://pbs.twimg.com/media/Ce99GhLW8AAHG38.jpg,1,3446,978,11,10,None,pug,0.976685
3930,8.41315E+17,Max,Male,3/13/2017,15:47,Twitter Web Client,This is Max. There's no way in h*ck you're taking his pacifier. Binky promises it's not happening. 13/10 very good stubborn boy https://t.co/9lVAqDEvZ5,https://pbs.twimg.com/ext_tw_video_thumb/841311812641533952/pu/img/sBUGt8u76n9azPWI.jpg,1,0,0,13,10,None,Afghan_hound,0.903712
3573,7.83695E+17,Loomis,Male,10/5/2016,15:47,Twitter for iPhone,This is Loomis. He's the leader of the Kenneth search party. The passion is almost overwhelming. 12/10 one day he will be free https://t.co/kCRKlFg4AY,https://pbs.twimg.com/media/CuA-iRHXYAAWP8e.jpg,3,0,0,12,10,None,chow,0.314265
2028,8.82627E+17,Stanley,Male,7/5/2017,15:48,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,28201,6243,13,10,None,Pembroke,0.542982
3436,7.61227E+17,Albert,Male,8/4/2016,15:48,Twitter for iPhone,This is Albert. He just found out that bees are dying globally at an alarming rate. 10/10 heckin worried af now https://t.co/nhLX27WsDY,https://pbs.twimg.com/media/CpBsRleW8AEfO8G.jpg,1,5848,1754,10,10,None,French_bulldog,0.280802
3309,7.46369E+17,Dogwithnoname,Unknown,6/24/2016,15:48,Twitter for iPhone,This is an Iraqi Speed Kangaroo. It is not a dog. Please only send in dogs. I'm very angry with all of you ...9/10 https://t.co/5qpBTTpgUt,https://pbs.twimg.com/media/ClujESVXEAA4uH8.jpg,1,6567,1836,9,10,None,German_shepherd,0.622957
73,6.67369E+17,Dogwithnoname,Unknown,11/19/2015,15:49,Twitter for iPhone,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,1,384,171,10,10,None,NaN,0
3984,8.52912E+17,Benny,Male,4/14/2017,15:51,Twitter for iPhone,"Meet Benny. He likes being adorable and making fun of you while you're on the trampoline. 12/10 let's help him out

https://t.co/aVMjBqAy1x https://t.co/7gx2LksT3U",https://pbs.twimg.com/media/C9YnKK3VoAAxn1E.jpg,1,9536,2006,12,10,None,Great_Dane,0.783765
3937,8.42765E+17,Indie,Female,3/17/2017,15:51,Twitter for iPhone,"Meet Indie. She's not a fan of baths but she's definitely a fan of hide &amp; seek. 12/10 click the link to help Indie

https://t.co/fvGkIuAlFK https://t.co/kiCFtmJd7l",https://pbs.twimg.com/media/C7IalMVX0AATKRD.jpg,1,0,0,12,10,None,Labrador_retriever,0.0293399
5717,7.94205E+17,Laika,Female,11/3/2016,15:51,Twitter for iPhone,This is Laika. She was a space pupper. The first space pupper actually. Orbited earth like a h*ckin boss. 14/10 hero af https://t.co/trSjgY3h4g,https://pbs.twimg.com/media/CwWVe_3WEAAHAvx.jpg,3,0,0,14,10,pupper,NaN,0
2369,6.71356E+17,Lou,Male,11/30/2015,15:51,Twitter for iPhone,This is Lou. He's a Petrarch Sunni Pinto. Well-behaved pup. Little legs just hang there. 10/10 would pet firmly https://t.co/FoCULrC3rD,https://pbs.twimg.com/media/CVEilyCUwAETbJ-.jpg,1,500,119,10,10,None,miniature_poodle,0.313811
38,6.66645E+17,Jimothy,Male,11/17/2015,15:51,Twitter for iPhone,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1,236,87,9,10,None,Ibizan_hound,0.0443334
3248,7.37311E+17,Dogwithnoname,Unknown,5/30/2016,15:52,Twitter for iPhone,Everybody stop what you're doing and watch these puppers enjoy summer. Both 13/10 https://t.co/wvjqSCN6iC,https://pbs.twimg.com/ext_tw_video_thumb/737310236135043073/pu/img/_lG4DXmH-_XEq7Rc.jpg,1,0,0,13,10,None,NaN,0
2502,6.74255E+17,Bobbay,Male,12/8/2015,15:52,Twitter for iPhone,Say hello to Bobbay. He's a marshmallow wizard. 10/10 https://t.co/r6LZN1o1Gx,https://pbs.twimg.com/media/CVtvf6bWwAAd1rT.jpg,1,1549,611,10,10,None,Eskimo_dog,0.615741
3611,7.90582E+17,Duke,Male,10/24/2016,15:53,Twitter for iPhone,This is Duke. He sneaks into the fridge sometimes. It's his safe place. 11/10 would give little jacket if necessary https://t.co/Fd5WFDTMH4,https://pbs.twimg.com/media/Cvi2FiKWgAAif1u.jpg,2,22900,8208,11,10,None,malinois,0.000152999
3118,7.12669E+17,Sunny,Unknown,3/23/2016,15:53,Twitter for iPhone,Say hello to Sunny and Roxy. They pull things out of water together. 10/10 for both https://t.co/88aedAmxcl,https://pbs.twimg.com/media/CePoVTyWsAQEz1g.jpg,1,4490,1353,10,10,None,Labrador_retriever,0.829058
3588,7.86596E+17,Dale,Male,10/13/2016,15:54,Twitter for iPhone,This is Dale. He's a real spookster. Did me quite the frighten. 11/10 not too spooky to pet tho https://t.co/L8BWDD4oBX,https://pbs.twimg.com/media/CuqM0fVWAAAboKR.jpg,1,10401,3544,11,10,None,Pembroke,0.709512
3360,7.5072E+17,Meyer,Male,7/6/2016,15:54,Twitter for iPhone,This is Meyer. He has to hold somebody's hand during car rides. He's also wearing a seatbelt. 12/10 responsible af https://t.co/WS6BoApYyL,https://pbs.twimg.com/media/CmsXg9AWgAAs6Ui.jpg,1,14464,5664,12,10,None,Pembroke,0.972587
3262,7.39486E+17,Kyle,Male,6/5/2016,15:54,Twitter for iPhone,This is Kyle. He's a heavy drinker and an avid pot user. Just wants to be pupular. 6/10 I can't support this Kyle https://t.co/rRULp7XFnO,https://pbs.twimg.com/media/CkMuP7SWkAAD-2R.jpg,2,7799,3273,6,10,None,Walker_hound,0.640256
1980,8.71033E+17,Boomer,Male,6/3/2017,15:55,Twitter for iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,1,0,0,13,10,None,kelpie,0.398053
3621,7.92395E+17,BeBe,Female,10/29/2016,15:55,Twitter for iPhone,Meet BeBe. She rocks the messy bun of your dreams. H*ckin flawless. 12/10 would watch her tutorial https://t.co/of0pFNBIl8,https://pbs.twimg.com/media/Cv8moW9W8AIHOxR.jpg,2,14975,4931,12,10,None,cocker_spaniel,0.746387
3586,7.86234E+17,Mattie,Female,10/12/2016,15:55,Twitter for iPhone,This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still 11/10 would pet with caution https://t.co/78c9W8kLFh,https://pbs.twimg.com/media/CulDnZpWcAAGbZ-.jpg,1,0,0,11,10,None,Labrador_retriever,0.478193
3569,7.83335E+17,Dave,Male,10/4/2016,15:55,Twitter for iPhone,This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave https://t.co/nfprKAXqwu,https://pbs.twimg.com/media/Ct72q9jWcAAhlnw.jpg,2,32319,13395,12,10,None,Cardigan,0.593858
5313,7.35137E+17,Buckley,Male,5/24/2016,15:55,Twitter for iPhone,Meet Buckley. His family &amp; some neighbors came over to watch him perform but he's nervous af. 9/10 u got this pupper https://t.co/5bdCpPlno9,https://pbs.twimg.com/media/CjO7OfeWgAAUQy-.jpg,1,0,0,9,10,pupper,Walker_hound,0.413535
3446,7.62316E+17,Scout,Male,8/7/2016,15:56,Twitter for iPhone,This is Scout. He specializes in mid-air freeze frames. 11/10 https://t.co/sAHmwRtfSq,https://pbs.twimg.com/media/CpRKzZKWAAABGh7.jpg,1,5301,1277,11,10,None,NaN,0
2821,6.87665E+17,Opal,Male,1/14/2016,15:57,Twitter for iPhone,Meet Opal. He's a Belgian Dijon Poofster. Upset because his hood makes him look like blond Justin Timberlake. 11/10 https://t.co/IAt3jRZ5ez,https://pbs.twimg.com/media/CYsTg1XUsAEPjxE.jpg,1,2099,570,11,10,None,pug,0.957365
2591,6.76431E+17,Duke,Male,12/14/2015,15:57,Twitter for iPhone,"Meet Duke. He's an Urban Parmesan. They know he's scared of the green rubber dog. ""Why u do dis?"" thinks Duke. 10/10 https://t.co/3bim9U5Idr",https://pbs.twimg.com/media/CWMqV7WUYAEEClG.jpg,1,1499,382,10,10,None,golden_retriever,0.583875
2404,6.72082E+17,Patch,Male,12/2/2015,15:57,Twitter for iPhone,This is Patch. He wants to be a Christmas tree. 11/10 https://t.co/WTJtf9O8Jg,https://pbs.twimg.com/media/CVO3KodXAAAj1de.jpg,1,989,395,11,10,None,toy_poodle,0.123962
2071,8.9169E+17,Darla,Female,7/30/2017,15:58,Twitter for iPhone,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1,42602,8849,13,10,None,Labrador_retriever,0.168086
2042,8.85529E+17,Maisey,Female,7/13/2017,15:58,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,36391,6587,13,10,None,pug,0.369275
2036,8.84442E+17,Dogwithnoname,Unknown,7/10/2017,15:58,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,27291,5798,14,10,None,Pembroke,0.993225
2030,8.82992E+17,Rusty,Male,7/6/2017,15:58,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,24216,4051,13,10,None,Eskimo_dog,0.466778
2005,8.77556E+17,Penny,Female,6/21/2017,15:58,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,23053,3936,12,10,None,basset,0.995368
4006,8.59075E+17,Dogwithnoname,Unknown,5/1/2017,15:58,Twitter for iPhone,Here we have an exotic dog. Good at ukulele. Fashionable af. Has two more arms if needed. Is blue. Knows what 'ohana means. 13/10 would pet https://t.co/gEsymGTXCT,https://pbs.twimg.com/media/C-wLyufW0AA546I.jpg,1,0,0,13,10,None,NaN,0
3503,7.72826E+17,Roosevelt,Male,9/5/2016,15:58,Twitter for iPhone,"Meet Roosevelt. He's preparing for takeoff. Make sure tray tables are in their full pupright &amp; licked position
11/10 https://t.co/7CQkn3gHOQ",https://pbs.twimg.com/media/CrmhYYIXEAEcyYY.jpg,1,0,0,11,10,None,basset,0.915351
3489,7.71014E+17,Dogwithnoname,Unknown,8/31/2016,15:58,Twitter for iPhone,Another pic without a dog in it? What am I supposed to do? Rate the carpet? Fine I will. 7/10 looks adequately comfy https://t.co/OJZQ6I4gGd,https://pbs.twimg.com/media/CrMxZzgWIAQUxzx.jpg,1,6952,1753,7,10,None,NaN,0
3245,7.36225E+17,Dogwithnoname,Unknown,5/27/2016,15:58,Twitter for iPhone,We only rate dogs. Please stop sending in non-canines like this Alaskan Flop Turtle. This is very frustrating. 10/10 https://t.co/qXteK6Atxc,https://pbs.twimg.com/media/CjeY5DKXEAA3WkD.jpg,1,8787,3077,10,10,None,Labrador_retriever,0.399217
2065,8.9024E+17,Cassie,Female,7/26/2017,15:59,Twitter for iPhone,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1,0,0,14,10,doggo,Pembroke,0.511319
3283,7.42386E+17,Phil,Male,6/13/2016,15:59,Twitter for iPhone,This is Phil. That's his comfort stick. He holds onto it whenever he's sad. 11/10 don't be sad Phil https://t.co/ULdPY6CLpq,https://pbs.twimg.com/media/Ck18CFcXIAAUWoy.jpg,1,0,0,11,10,None,Cardigan,0.566911
3220,7.30427E+17,Crystal,Female,5/11/2016,15:59,Twitter for iPhone,This is Crystal. She's flawless. Really wants to be a frat bro. 11/10 who does she even know here? https://t.co/WyqNFvEulG,https://pbs.twimg.com/media/CiL_qh0W0AAu5VA.jpg,1,3760,1161,11,10,None,Eskimo_dog,0.682082
2567,6.75707E+17,Wylie,Unknown,12/12/2015,15:59,Twitter for iPhone,This is a Sizzlin Menorah spaniel from Brooklyn named Wylie. Lovable eyes. Chiller as hell. 10/10 and I'm out.. poof https://t.co/7E0AiJXPmI,https://pbs.twimg.com/media/CWCXj35VEAIFvtk.jpg,1,685,104,10,10,None,English_springer,0.9903
2370,6.71358E+17,Dogwithnoname,Female,11/30/2015,15:59,Twitter for iPhone,Tfw she says hello from the other side. 9/10 https://t.co/lS1TIDagIb,https://pbs.twimg.com/media/CVEkZaPXIAEw5vr.jpg,1,422,156,9,10,None,Italian_greyhound,0.831757
2070,8.91328E+17,Franklin,Male,7/29/2017,16:00,Twitter for iPhone,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f",https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2,40771,9629,12,10,None,basset,0.555712
2009,8.78282E+17,Shadow,Male,6/23/2017,16:00,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,7851,1331,13,10,None,basset,0.32042
1976,8.70309E+17,Rumble,Male,6/1/2017,16:00,Twitter for iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2,0,0,13,10,None,Greater_Swiss_Mountain_dog,0.622752
1956,8.64873E+17,Dogwithnoname,Unknown,5/17/2017,16:00,Twitter for iPhone,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/10 https://t.co/wr3xsjeCIR,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg,2,33330,9235,14,10,None,NaN,0
4013,8.60525E+17,Carl,Male,5/5/2017,16:00,Twitter for iPhone,This is Carl. He likes to dance. Doesn't care what you think about it. 13/10 h*ckin confident pup https://t.co/C2zHcNIu4I,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,1,24460,5606,13,10,None,Bedlington_terrier,0.286558
3999,8.57263E+17,Oscar,Unknown,4/26/2017,16:00,Twitter for iPhone,This is Oscar and Oliver. Oliver shrunk Oscar. Oscar isn't pleased about it. Quite pupset tbh. Oliver doesn't seem to mind. Both 13/10 https://t.co/e3U4NReleC,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,1,20824,4859,13,10,None,Samoyed,0.998021
3986,8.53639E+17,Dogwithnoname,Male,4/16/2017,16:00,Twitter for iPhone,A photographer took pictures before and after he told his bunny he's a good boy. Here are the results. 13/10 https://t.co/wiQZIsaWUe,https://pbs.twimg.com/media/C9i8RhhXoAAdkMT.jpg,1,36793,11095,13,10,None,German_shepherd,0.509879
3979,8.5219E+17,Sailor,Male,4/12/2017,16:00,Twitter for iPhone,This is Sailor. He has collected the best dirt in the area. As any good boy would. Under the impression you know what to do next. 12/10 https://t.co/jrFzScKWEG,https://pbs.twimg.com/media/C9OV99SXsAEmj1U.jpg,1,0,0,12,10,None,Bernese_mountain_dog,0.415374
3975,8.51465E+17,Iggy,Male,4/10/2017,16:00,Twitter for iPhone,This is Iggy. He was a rescue dog killed in the Stockholm attack. His memorial started with a collar and four bones. It's grown a bit. 14/10 https://t.co/E4a0R9my1M,https://pbs.twimg.com/media/C9ECujZXsAAPCSM.jpg,2,0,0,14,10,None,NaN,0
3956,8.47116E+17,Dogwithnoname,Unknown,3/29/2017,16:00,Twitter for iPhone,Unbelievable... We. Only. Rate. Dogs. Please stop sending in other things like this Blossoming Flop Kangaroo. Thank you... 11/10 https://t.co/EeeErAbso0,https://pbs.twimg.com/media/C8GPrNDW4AAkLde.jpg,1,0,0,11,10,None,American_Staffordshire_terrier,0.113434
3743,8.13052E+17,Bauer,Male,12/25/2016,16:00,Twitter for iPhone,This is Bauer. He had nothing to do with the cookies that disappeared. 13/10 very good boy https://t.co/AIMF8ouzvl,https://pbs.twimg.com/media/C0iKPZIXUAAbDYV.jpg,1,23078,8376,13,10,None,golden_retriever,0.914804
3640,7.93845E+17,Clark,Male,11/2/2016,16:00,Twitter for iPhone,This is Clark. He was just caught wearing pants. 13/10 game-changing af https://t.co/2Xo19aPrG5,https://pbs.twimg.com/media/CwRN8H6WgAASe4X.jpg,1,10204,2155,13,10,None,Old_English_sheepdog,0.765277
3625,7.9312E+17,Robin,Female,10/31/2016,16:00,Twitter for iPhone,"This is Robin. She's desperately trying to do me a frighten, but her tongue drastically decreases her spook value. Still 11/10 great effort https://t.co/sxMrsOZ8zb",https://pbs.twimg.com/media/CwG6zDfWcAA8jBD.jpg,1,0,0,11,10,None,Labrador_retriever,0.724944
7764,7.90946E+17,Betty,Female,10/25/2016,16:00,Twitter for iPhone,This is Betty. She's assisting with the dishes. Such a good puppo. 12/10 h*ckin helpful af https://t.co/dgvTPZ9tgI,https://pbs.twimg.com/media/CvoBPWRWgAA4het.jpg,1,18400,5409,12,10,puppo,golden_retriever,0.245773
3583,7.85873E+17,Rusty,Male,10/11/2016,16:00,Twitter for iPhone,Meet Rusty. He appears to be rather h*ckin fluffy. Also downright adorable af. 12/10 would rub my face against his https://t.co/1j9kLGb4wV,https://pbs.twimg.com/ext_tw_video_thumb/785872596088811520/pu/img/5O-_BgqdFQu_2Bt7.jpg,1,0,0,12,10,None,Great_Pyrenees,0.392108
3540,7.78625E+17,Penny,Female,9/21/2016,16:00,Twitter for iPhone,This is Penny. She's a sailor pup. 11/10 would take to the open seas with https://t.co/0rRxyBQt32,https://pbs.twimg.com/media/Cs47N3eWcAEmgiW.jpg,2,5131,1151,11,10,None,Airedale,0.786089
3527,7.76813E+17,Solomon,Male,9/16/2016,16:00,Twitter for iPhone,Meet Solomon. He was arrested for possession of adorable and attempted extra pats on the head. 12/10 would post bail https://t.co/nFqLaOLUQA,https://pbs.twimg.com/media/CsfLUDbXEAAu0VF.jpg,1,5379,1382,12,10,None,toy_poodle,0.51661
3522,7.76088E+17,Dogwithnoname,Unknown,9/14/2016,16:00,Twitter for iPhone,I can't tap the screen to make the hearts appear fast enough. 10/10 for the source of all future unproductiveness https://t.co/wOhuABgj6I,https://pbs.twimg.com/media/CsU4NKkW8AUI5eG.jpg,3,2020,175,10,10,None,pug,7.66E-05
3346,7.49996E+17,Bo,Male,7/4/2016,16:00,TweetDeck,This is Bo. He emanates happiness. 12/10 I could cut the freedom with a knife https://t.co/c7LNFt39eR,https://pbs.twimg.com/media/CmfoyrrW8AA8v7w.jpg,1,3306,907,12,10,None,Old_English_sheepdog,0.515319
3181,7.2318E+17,Jangle,Female,4/21/2016,16:00,Twitter for iPhone,This is Jangle. She's addicted to broccoli. It's the only thing she cares about. Tragic af. 8/10 get help pup https://t.co/8dNWp1cSEa,https://pbs.twimg.com/media/CglAHjAUgAAfxcq.jpg,1,5703,2078,8,10,None,Norwegian_elkhound,0.0568505
2682,6.80055E+17,Sammy,Male,12/24/2015,16:00,TweetDeck,"Meet Sammy. At first I was like ""that's a snowflake. we only rate dogs,"" but he would've melted by now, so 10/10 https://t.co/MQfPK4zwuh",https://pbs.twimg.com/media/CW-ZRC_WQAAyFrL.jpg,1,18081,7959,10,10,None,Samoyed,0.995466
2027,8.82268E+17,Alfy,Male,7/4/2017,16:01,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,45490,11887,13,10,None,golden_retriever,0.762211
3932,8.41681E+17,Penny,Female,3/14/2017,16:01,Twitter for iPhone,"This is Penny. She's a dragon slayer. Feared by most, if not all, dragons. Showing off her latest victim here. 12/10 would pet with caution https://t.co/qUOijSlPnj",https://pbs.twimg.com/media/C65AA7_WoAEGqA9.jpg,1,0,0,12,10,None,Chihuahua,0.547401
3592,7.87322E+17,Lincoln,Male,10/15/2016,16:01,Twitter for iPhone,This is Lincoln. He forgot to use his blinker when he changed lanes just now. Guilty as h*ck. Still 10/10 https://t.co/lsrR83SiVp,https://pbs.twimg.com/media/Cu0hlfwWYAEdnXO.jpg,1,8633,2000,10,10,None,golden_retriever,0.105703
3235,7.34776E+17,Livvie,Female,5/23/2016,16:01,Twitter for iPhone,This is Livvie. Someone should tell her it's been 47 years since Woodstock. Magical eyes tho 11/10 would stare into https://t.co/qw07vhVHuO,https://pbs.twimg.com/media/CjJzMlBUoAADMLx.jpg,1,2710,606,11,10,None,Siberian_husky,0.304902
2353,6.70996E+17,Dogwithnoname,Unknown,11/29/2015,16:01,Twitter for iPhone,Yea I can't handle this job anymore your dogs are too adorable. 12/10 https://t.co/N9W5L7BLTm,https://pbs.twimg.com/media/CU_bRIEWcAAUVC7.jpg,1,1160,313,12,10,None,redbone,0.866221
3085,7.09409E+17,Billy,Male,3/14/2016,16:02,Twitter for iPhone,This is Billy. He sensed a squirrel. 8/10 damn it Billy https://t.co/Yu0K98VZ9A,https://pbs.twimg.com/media/CdhUIMSUIAA4wYK.jpg,1,2825,774,8,10,None,Shetland_sheepdog,0.79745
2568,6.75707E+17,Dogwithnoname,Unknown,12/12/2015,16:02,Twitter for iPhone,We've got ourselves a battle here. Watch out Reggie. 11/10 https://t.co/ALJvbtcwf0,https://pbs.twimg.com/media/CWCYOqWUAAARmGr.jpg,1,2126,760,11,10,None,Staffordshire_bullterrier,0.0593442
2040,8.85168E+17,Dogwithnoname,Unknown,7/12/2017,16:03,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,22175,4484,13,10,None,malamute,0.812482
3559,7.81525E+17,Dogwithnoname,Unknown,9/29/2016,16:03,Twitter for iPhone,Idk why this keeps happening. We only rate dogs. Not Bangladeshi Couch Chipmunks. Please only send dogs... 12/10 https://t.co/ya7bviQUUf,https://pbs.twimg.com/media/CtiIj0AWcAEBDvw.jpg,1,22929,6319,12,10,None,Chesapeake_Bay_retriever,0.0035225
3514,7.74639E+17,Sprinkles,Male,9/10/2016,16:03,Twitter for iPhone,This is Sprinkles. He's trapped in light jail. 10/10 would post bail for him https://t.co/4s5Xlijogu,https://pbs.twimg.com/media/CsASZqRW8AA3Szw.jpg,1,7411,1981,10,10,None,Walker_hound,0.627593
5087,7.03611E+17,Scooter,Male,2/27/2016,16:03,Twitter for iPhone,Meet Scooter. He's experiencing the pupper equivalent of dropping ur phone in a toilet 10/10 put it in some rice pup https://t.co/JSmX1FIEaW,https://pbs.twimg.com/media/CcO66OjXEAASXmH.jpg,1,4182,1692,10,10,pupper,Pembroke,0.756441
2025,8.81907E+17,Rey,Male,7/3/2017,16:04,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,0,0,12,10,None,Weimaraner,0.291539
1997,8.75021E+17,Dogwithnoname,Unknown,6/14/2017,16:04,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,25806,4844,12,10,None,West_Highland_white_terrier,0.714319
3944,8.44581E+17,Charlie,Male,3/22/2017,16:04,Twitter for iPhone,This is Charlie. He wants to know if you have a moment to talk about washing machine insurance policies. 11/10 would hear him out https://t.co/gAzPqT7uyk,https://pbs.twimg.com/media/C7iNfq1W0AAcbsR.jpg,1,0,0,11,10,None,NaN,0
3496,7.72103E+17,Penny,Female,9/3/2016,16:04,Twitter for iPhone,This is Penny. She's an OU cheerleader. About to do a triple back handspring down the stairs. 11/10 hype af https://t.co/B2f3XkGU5c,https://pbs.twimg.com/media/CrcPjh0WcAA_SPT.jpg,1,4402,1051,11,10,None,Pembroke,0.54178
2659,6.78969E+17,Lola,Female,12/21/2015,16:04,Twitter for iPhone,Meet Lola. She's a Metamorphic Chartreuse. Plays with her food. Insubordinate and churlish. Exquisite hardwood 11/10 https://t.co/etpBNXwN7f,https://pbs.twimg.com/media/CWwu6OLUkAEo3gq.jpg,1,1776,520,11,10,None,Labrador_retriever,0.680251
1949,8.63062E+17,Quinn,Female,5/12/2017,16:05,Twitter for iPhone,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt",https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,2,8854,2628,13,10,None,French_bulldog,0.935804
3990,8.54365E+17,Einstein,Male,4/18/2017,16:05,Twitter for iPhone,This is Einstein. He's having a really good day. Hopes you are too. H*ckin nifty tongue. 13/10 would snug intensely https://t.co/mdaQhhfpv6,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg,1,19838,5085,13,10,None,Pembroke,0.90708
3982,8.52553E+17,Jarod,Male,4/13/2017,16:05,Twitter for iPhone,This is Jarod. He likes having his belly brushed. Tongue ejects when you hit the right spot. 13/10 downright h*ckin adorable https://t.co/ArnxkyD2kC,https://pbs.twimg.com/media/C9Tg1bPW0AkAMDI.jpg,1,0,0,13,10,None,bloodhound,0.186498
1442,7.75365E+17,Finley,Male,9/12/2016,16:05,Twitter for iPhone,This is Finley. He's an independent doggo still adjusting to life on his own. 11/10 https://t.co/7FNcBaKbci,https://pbs.twimg.com/media/CsKmMB2WAAAXcAy.jpg,3,8205,3408,11,10,doggo,beagle,0.571229
2053,8.87705E+17,Jeffrey,Male,7/19/2017,16:06,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,30530,5539,13,10,None,basset,0.821664
6145,8.74297E+17,Jed,Male,6/12/2017,16:06,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,26414,4246,13,10,pupper,cocker_spaniel,0.437216
